timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1733782067.698891,3,10.0.0.35491410.0.0.1350511,10.0.0.3,54914,10.0.0.13,5051,1,0,0,35,654000000,20,100,0,34,3332,0.9714285714285714,5.1987767584097864e-08,95.2,5.094801223241591e-06,0
1733782067.698891,3,10.0.0.35491410.0.0.1650511,10.0.0.3,54914,10.0.0.16,5051,1,0,0,76,19000000,20,100,0,73,7154,0.9605263157894736,3.842105263157895e-06,94.13157894736842,0.0003765263157894,0
1733782067.698891,3,10.0.0.55491410.0.0.1650511,10.0.0.5,54914,10.0.0.16,5051,1,0,8,55,799000000,20,100,0,54,5292,0.9818181818181818,6.758448060075094e-08,96.21818181818182,6.623279098873592e-06,0
1733782067.698891,3,10.0.0.75721010.0.0.150506,10.0.0.7,57210,10.0.0.1,5050,6,0,8,15,486000000,20,100,0,430631,19259699794,28708.733333333334,0.0008860720164609,1283979986.266667,39.6290119218107,0
1733782067.698891,3,10.0.0.76036610.0.0.1505117,10.0.0.7,60366,10.0.0.1,5051,17,0,8,5,454000000,20,100,0,449,678888,89.8,9.889867841409693e-07,135777.6,0.0014953480176211,0
1733782067.698891,3,10.0.0.76036610.0.0.950511,10.0.0.7,60366,10.0.0.9,5051,1,0,8,15,502000000,20,100,0,14,1372,0.9333333333333332,2.788844621513944e-08,91.46666666666668,2.733067729083665e-06,0
1733782067.698891,3,10.0.0.96036610.0.0.1650511,10.0.0.9,60366,10.0.0.16,5051,1,0,8,96,245000000,20,100,0,93,9114,0.96875,3.795918367346939e-07,94.9375,3.72e-05,0
1733782067.698891,3,10.0.0.96036610.0.0.750511,10.0.0.9,60366,10.0.0.7,5051,1,0,0,15,495000000,20,100,0,14,1372,0.9333333333333332,2.8282828282828282e-08,91.46666666666668,2.771717171717172e-06,0
1733782067.699515,2,10.0.0.18010.0.0.13363966,10.0.0.1,80,10.0.0.13,36396,6,-1,-1,15,558000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699515,2,10.0.0.18010.0.0.13364006,10.0.0.1,80,10.0.0.13,36400,6,-1,-1,15,524000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699515,2,10.0.0.1505110.0.0.135491417,10.0.0.1,5051,10.0.0.13,54914,17,-1,-1,15,591000000,20,100,0,1,170,0.0666666666666666,1.692047377326565e-09,11.333333333333334,2.876480541455161e-07,0
1733782067.699515,2,10.0.0.1505010.0.0.7572106,10.0.0.1,5050,10.0.0.7,57210,6,-1,-1,15,477000000,20,100,0,210085,13865854,14005.666666666666,0.000440429769392,924390.2666666668,0.0290688763102725,0
1733782067.699515,2,10.0.0.13505010.0.0.1572101,10.0.0.13,5050,10.0.0.1,57210,1,3,3,15,572000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699515,2,10.0.0.133639610.0.0.1806,10.0.0.13,36396,10.0.0.1,80,6,3,3,15,569000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699515,2,10.0.0.133640010.0.0.1806,10.0.0.13,36400,10.0.0.1,80,6,3,3,15,534000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699515,2,10.0.0.135491410.0.0.1505117,10.0.0.13,54914,10.0.0.1,5051,17,3,3,25,608000000,20,100,0,895,1353240,35.8,1.4720394736842103e-06,54129.6,0.0022257236842105,0
1733782067.699515,2,10.0.0.135491410.0.0.350511,10.0.0.13,54914,10.0.0.3,5051,1,0,8,35,669000000,20,100,0,34,3332,0.9714285714285714,5.0822122571001496e-08,95.2,4.980568011958146e-06,0
1733782067.699515,2,10.0.0.165491410.0.0.350511,10.0.0.16,54914,10.0.0.3,5051,1,0,8,76,35000000,20,100,0,73,7154,0.9605263157894736,2.0857142857142858e-06,94.13157894736842,0.0002044,0
1733782067.699515,2,10.0.0.165491410.0.0.550511,10.0.0.16,54914,10.0.0.5,5051,1,0,0,55,769000000,20,100,0,54,5292,0.9818181818181818,7.022106631989597e-08,96.21818181818182,6.881664499349805e-06,0
1733782067.699515,2,10.0.0.35491410.0.0.1350511,10.0.0.3,54914,10.0.0.13,5051,1,0,0,35,659000000,20,100,0,34,3332,0.9714285714285714,5.1593323216995446e-08,95.2,5.056145675265554e-06,0
1733782067.699515,2,10.0.0.35491410.0.0.1650511,10.0.0.3,54914,10.0.0.16,5051,1,0,0,76,23000000,20,100,0,74,7228,0.9736842105263158,3.217391304347826e-06,95.10526315789474,0.0003142608695652,0
1733782067.699515,2,10.0.0.55491410.0.0.1650511,10.0.0.5,54914,10.0.0.16,5051,1,0,8,55,802000000,20,100,0,54,5292,0.9818181818181818,6.733167082294266e-08,96.21818181818182,6.598503740648379e-06,0
1733782067.699515,2,10.0.0.75721010.0.0.150506,10.0.0.7,57210,10.0.0.1,5050,6,0,8,15,484000000,20,100,0,430631,19259699794,28708.733333333334,0.0008897334710743,1283979986.266667,39.792768169421485,0
1733782067.699515,2,10.0.0.76036610.0.0.1505117,10.0.0.7,60366,10.0.0.1,5051,17,0,8,5,451000000,20,100,0,449,678888,89.8,9.955654101995564e-07,135777.6,0.0015052949002217,0
1733782067.699821,6,10.0.0.13010.0.0.1701,10.0.0.13,0,10.0.0.17,0,1,0,0,15,151000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699821,6,10.0.0.16010.0.0.301,10.0.0.16,0,10.0.0.3,0,1,0,8,76,52000000,20,100,0,74,7228,0.9736842105263158,1.423076923076923e-06,95.10526315789474,0.000139,0
1733782067.699821,6,10.0.0.16010.0.0.501,10.0.0.16,0,10.0.0.5,0,1,0,0,55,781000000,20,100,0,54,5292,0.9818181818181818,6.914212548015365e-08,96.21818181818182,6.775928297055057e-06,0
1733782067.699821,6,10.0.0.16010.0.0.901,10.0.0.16,0,10.0.0.9,0,1,0,0,96,226000000,20,100,0,93,9114,0.96875,4.11504424778761e-07,94.9375,4.032743362831858e-05,0
1733782067.699821,6,10.0.0.17010.0.0.1301,10.0.0.17,0,10.0.0.13,0,1,0,8,15,159000000,20,100,0,1,98,0.0666666666666666,6.2893081761006295e-09,6.533333333333333,6.163522012578617e-07,0
1733782067.699821,6,10.0.0.3010.0.0.1601,10.0.0.3,0,10.0.0.16,0,1,0,0,76,9000000,20,100,0,76,7380,1.0,8.444444444444444e-06,97.10526315789474,0.00082,0
1733782067.699821,6,10.0.0.5010.0.0.1601,10.0.0.5,0,10.0.0.16,0,1,0,8,55,784000000,20,100,0,54,5292,0.9818181818181818,6.887755102040816e-08,96.21818181818182,6.75e-06,0
1733782067.699821,6,10.0.0.9010.0.0.1601,10.0.0.9,0,10.0.0.16,0,1,0,8,96,232000000,20,100,0,93,9114,0.96875,4.0086206896551723e-07,94.9375,3.928448275862069e-05,0
1733782067.699991,5,10.0.0.18010.0.0.13363966,10.0.0.1,80,10.0.0.13,36396,6,-1,-1,15,549000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699991,5,10.0.0.18010.0.0.13364006,10.0.0.1,80,10.0.0.13,36400,6,-1,-1,15,514000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699991,5,10.0.0.1505110.0.0.135491417,10.0.0.1,5051,10.0.0.13,54914,17,-1,-1,15,582000000,20,100,0,1,170,0.0666666666666666,1.718213058419244e-09,11.333333333333334,2.9209621993127146e-07,0
1733782067.699991,5,10.0.0.13505110.0.0.1549141,10.0.0.13,5051,10.0.0.1,54914,1,3,3,15,580000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699991,5,10.0.0.133639610.0.0.1806,10.0.0.13,36396,10.0.0.1,80,6,3,3,15,575000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699991,5,10.0.0.133640010.0.0.1806,10.0.0.13,36400,10.0.0.1,80,6,3,3,15,541000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699991,5,10.0.0.135491410.0.0.1505117,10.0.0.13,54914,10.0.0.1,5051,17,3,3,25,614000000,20,100,0,895,1353240,35.8,1.457654723127036e-06,54129.6,0.002203973941368,0
1733782067.699991,5,10.0.0.135491410.0.0.1750511,10.0.0.13,54914,10.0.0.17,5051,1,0,0,15,153000000,20,100,0,1,98,0.0666666666666666,6.535947712418301e-09,6.533333333333333,6.405228758169935e-07,0
1733782067.699991,5,10.0.0.135491410.0.0.350511,10.0.0.13,54914,10.0.0.3,5051,1,0,8,35,684000000,20,100,0,34,3332,0.9714285714285714,4.9707602339181284e-08,95.2,4.871345029239766e-06,0
1733782067.699991,5,10.0.0.165491410.0.0.350511,10.0.0.16,54914,10.0.0.3,5051,1,0,8,76,47000000,20,100,0,73,7154,0.9605263157894736,1.553191489361702e-06,94.13157894736842,0.0001522127659574,0
1733782067.699991,5,10.0.0.165491410.0.0.550511,10.0.0.16,54914,10.0.0.5,5051,1,0,0,55,778000000,20,100,0,54,5292,0.9818181818181818,6.940874035989717e-08,96.21818181818182,6.802056555269923e-06,0
1733782067.699991,5,10.0.0.165491410.0.0.950511,10.0.0.16,54914,10.0.0.9,5051,1,0,0,96,219000000,20,100,0,93,9114,0.96875,4.246575342465754e-07,94.9375,4.161643835616439e-05,0
1733782067.699991,5,10.0.0.175491410.0.0.1350511,10.0.0.17,54914,10.0.0.13,5051,1,0,8,15,155000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.699991,5,10.0.0.35491410.0.0.1350511,10.0.0.3,54914,10.0.0.13,5051,1,0,0,35,649000000,20,100,0,34,3332,0.9714285714285714,5.2388289676425273e-08,95.2,5.134052388289676e-06,0
1733782067.699991,5,10.0.0.35491410.0.0.1650511,10.0.0.3,54914,10.0.0.16,5051,1,0,0,76,13000000,20,100,0,73,7154,0.9605263157894736,5.615384615384615e-06,94.13157894736842,0.0005503076923076,0
1733782067.699991,5,10.0.0.55491410.0.0.1650511,10.0.0.5,54914,10.0.0.16,5051,1,0,8,55,791000000,20,100,0,54,5292,0.9818181818181818,6.826801517067003e-08,96.21818181818182,6.690265486725664e-06,0
1733782067.699991,5,10.0.0.95491410.0.0.1650511,10.0.0.9,54914,10.0.0.16,5051,1,0,8,96,236000000,20,100,0,93,9114,0.96875,3.940677966101695e-07,94.9375,3.861864406779661e-05,0
1733782067.700282,1,10.0.0.18010.0.0.13363966,10.0.0.1,80,10.0.0.13,36396,6,-1,-1,15,564000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.700282,1,10.0.0.18010.0.0.13364006,10.0.0.1,80,10.0.0.13,36400,6,-1,-1,15,527000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.700282,1,10.0.0.1505110.0.0.135491417,10.0.0.1,5051,10.0.0.13,54914,17,-1,-1,15,593000000,20,100,0,1,170,0.0666666666666666,1.6863406408094435e-09,11.333333333333334,2.866779089376054e-07,0
1733782067.700282,1,10.0.0.1505010.0.0.7572106,10.0.0.1,5050,10.0.0.7,57210,6,-1,-1,15,479000000,20,100,0,210085,13865854,14005.666666666666,0.0004385908141962,924390.2666666668,0.028947503131524,0
1733782067.700282,1,10.0.0.13505010.0.0.1572101,10.0.0.13,5050,10.0.0.1,57210,1,3,3,15,569000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.700282,1,10.0.0.133639610.0.0.1806,10.0.0.13,36396,10.0.0.1,80,6,3,3,15,567000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.700282,1,10.0.0.133640010.0.0.1806,10.0.0.13,36400,10.0.0.1,80,6,3,3,15,531000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782067.700282,1,10.0.0.135491410.0.0.1505117,10.0.0.13,54914,10.0.0.1,5051,17,3,3,25,602000000,20,100,0,895,1353240,35.8,1.4867109634551495e-06,54129.6,0.0022479069767441,0
1733782067.700282,1,10.0.0.135491410.0.0.350511,10.0.0.13,54914,10.0.0.3,5051,1,0,8,35,667000000,20,100,0,35,3406,1.0,5.247376311844079e-08,97.31428571428572,5.106446776611694e-06,0
1733782067.700282,1,10.0.0.165491410.0.0.350511,10.0.0.16,54914,10.0.0.3,5051,1,0,8,76,32000000,20,100,0,73,7154,0.9605263157894736,2.28125e-06,94.13157894736842,0.0002235625,0
1733782067.700282,1,10.0.0.35491410.0.0.1350511,10.0.0.3,54914,10.0.0.13,5051,1,0,0,35,663000000,20,100,0,34,3332,0.9714285714285714,5.1282051282051286e-08,95.2,5.025641025641026e-06,0
1733782067.700282,1,10.0.0.35491410.0.0.1650511,10.0.0.3,54914,10.0.0.16,5051,1,0,0,76,26000000,20,100,0,73,7154,0.9605263157894736,2.8076923076923075e-06,94.13157894736842,0.0002751538461538,0
1733782067.700282,1,10.0.0.75721010.0.0.150506,10.0.0.7,57210,10.0.0.1,5050,6,0,0,15,482000000,20,100,0,430632,19259699860,28708.8,0.0008934273858921,1283979990.6666667,39.95788352697095,0
1733782067.700282,1,10.0.0.76036610.0.0.1505117,10.0.0.7,60366,10.0.0.1,5051,17,0,0,5,450000000,20,100,0,449,678888,89.8,9.977777777777778e-07,135777.6,0.00150864,0
1733782077.694395,4,10.0.0.1505010.0.0.11355546,10.0.0.1,5050,10.0.0.11,35554,6,-1,-1,5,318000000,20,100,0,114604,7563988,22920.8,0.0003603899371069,1512797.6,0.0237861257861635,0
1733782077.694395,4,10.0.0.113555410.0.0.150506,10.0.0.11,35554,10.0.0.1,5050,6,-1,-1,5,336000000,20,100,0,200560,8890285260,40112.0,0.0005969047619047,1778057052.0,26.45918232142857,0
1733782077.694395,4,10.0.0.113555410.0.0.350501,10.0.0.11,35554,10.0.0.3,5050,1,0,8,5,341000000,20,100,0,5,466,1.0,1.4662756598240472e-08,93.2,1.3665689149560116e-06,0
1733782077.694395,4,10.0.0.133555410.0.0.350501,10.0.0.13,35554,10.0.0.3,5050,1,0,8,45,677000000,20,100,0,44,4312,0.9777777777777776,6.499261447562777e-08,95.82222222222222,6.3692762186115214e-06,0
1733782077.694395,4,10.0.0.163555410.0.0.350501,10.0.0.16,35554,10.0.0.3,5050,1,0,8,86,42000000,20,100,0,83,8134,0.9651162790697676,1.976190476190476e-06,94.5813953488372,0.0001936666666666,0
1733782077.694395,4,10.0.0.163555410.0.0.550501,10.0.0.16,35554,10.0.0.5,5050,1,0,0,65,776000000,20,100,0,63,6174,0.9692307692307692,8.118556701030929e-08,94.98461538461538,7.95618556701031e-06,0
1733782077.694395,4,10.0.0.163555410.0.0.950501,10.0.0.16,35554,10.0.0.9,5050,1,0,0,4,923000000,20,100,0,1,98,0.25,1.083423618634886e-09,24.5,1.0617551462621885e-07,0
1733782077.694395,4,10.0.0.33555410.0.0.1150501,10.0.0.3,35554,10.0.0.11,5050,1,0,0,5,320000000,20,100,0,5,466,1.0,1.5625e-08,93.2,1.45625e-06,0
1733782077.694395,4,10.0.0.33555410.0.0.1350501,10.0.0.3,35554,10.0.0.13,5050,1,0,0,45,652000000,20,100,0,45,4386,1.0,6.901840490797547e-08,97.46666666666668,6.726993865030675e-06,0
1733782077.694395,4,10.0.0.33555410.0.0.1650501,10.0.0.3,35554,10.0.0.16,5050,1,0,0,86,17000000,20,100,0,83,8134,0.9651162790697676,4.88235294117647e-06,94.5813953488372,0.0004784705882352,0
1733782077.694395,4,10.0.0.53555410.0.0.1650501,10.0.0.5,35554,10.0.0.16,5050,1,0,8,65,794000000,20,100,0,63,6174,0.9692307692307692,7.934508816120907e-08,94.98461538461538,7.775818639798488e-06,0
1733782077.694395,4,10.0.0.93555410.0.0.1650501,10.0.0.9,35554,10.0.0.16,5050,1,0,8,4,933000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701177,6,10.0.0.16010.0.0.301,10.0.0.16,0,10.0.0.3,0,1,0,8,86,52000000,20,100,0,84,8208,0.9767441860465116,1.6153846153846154e-06,95.44186046511628,0.0001578461538461,0
1733782077.701177,6,10.0.0.16010.0.0.501,10.0.0.16,0,10.0.0.5,0,1,0,0,65,781000000,20,100,0,63,6174,0.9692307692307692,8.066581306017925e-08,94.98461538461538,7.905249679897567e-06,0
1733782077.701177,6,10.0.0.16010.0.0.901,10.0.0.16,0,10.0.0.9,0,1,0,0,4,927000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701177,6,10.0.0.3010.0.0.1601,10.0.0.3,0,10.0.0.16,0,1,0,0,86,9000000,20,100,0,86,8360,1.0,9.555555555555556e-06,97.2093023255814,0.0009288888888888,0
1733782077.701177,6,10.0.0.5010.0.0.1601,10.0.0.5,0,10.0.0.16,0,1,0,8,65,784000000,20,100,0,63,6174,0.9692307692307692,8.035714285714286e-08,94.98461538461538,7.875e-06,0
1733782077.701177,6,10.0.0.9010.0.0.1601,10.0.0.9,0,10.0.0.16,0,1,0,8,4,929000000,20,100,0,1,98,0.25,1.076426264800861e-09,24.5,1.0548977395048441e-07,0
1733782077.701586,2,10.0.0.1505010.0.0.11355546,10.0.0.1,5050,10.0.0.11,35554,6,-1,-1,5,324000000,20,100,0,114604,7563988,22920.8,0.0003537160493827,1512797.6,0.0233456419753086,0
1733782077.701586,2,10.0.0.1505010.0.0.7572106,10.0.0.1,5050,10.0.0.7,57210,6,-1,-1,25,478000000,20,100,0,210085,13865854,8403.4,0.0004395083682008,554634.16,0.0290080627615062,0
1733782077.701586,2,10.0.0.18010.0.0.7343926,10.0.0.1,80,10.0.0.7,34392,6,-1,-1,5,412000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701586,2,10.0.0.18010.0.0.7343986,10.0.0.1,80,10.0.0.7,34398,6,-1,-1,5,379000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701586,2,10.0.0.1505110.0.0.76036617,10.0.0.1,5051,10.0.0.7,60366,17,-1,-1,5,434000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701586,2,10.0.0.113555410.0.0.150506,10.0.0.11,35554,10.0.0.1,5050,6,-1,-1,5,332000000,20,100,0,200560,8890285260,40112.0,0.0006040963855421,1778057052.0,26.77796765060241,0
1733782077.701586,2,10.0.0.113555410.0.0.350501,10.0.0.11,35554,10.0.0.3,5050,1,0,8,5,337000000,20,100,0,4,392,0.8,1.1869436201780416e-08,78.4,1.1632047477744809e-06,0
1733782077.701586,2,10.0.0.133555410.0.0.350501,10.0.0.13,35554,10.0.0.3,5050,1,0,8,45,670000000,20,100,0,44,4312,0.9777777777777776,6.567164179104477e-08,95.82222222222222,6.4358208955223885e-06,0
1733782077.701586,2,10.0.0.163555410.0.0.350501,10.0.0.16,35554,10.0.0.3,5050,1,0,8,86,36000000,20,100,0,83,8134,0.9651162790697676,2.305555555555556e-06,94.5813953488372,0.0002259444444444,0
1733782077.701586,2,10.0.0.163555410.0.0.550501,10.0.0.16,35554,10.0.0.5,5050,1,0,0,65,770000000,20,100,0,63,6174,0.9692307692307692,8.181818181818182e-08,94.98461538461538,8.018181818181818e-06,0
1733782077.701586,2,10.0.0.33555410.0.0.1150501,10.0.0.3,35554,10.0.0.11,5050,1,0,0,5,327000000,20,100,0,5,466,1.0,1.529051987767584e-08,93.2,1.4250764525993883e-06,0
1733782077.701586,2,10.0.0.33555410.0.0.1350501,10.0.0.3,35554,10.0.0.13,5050,1,0,0,45,660000000,20,100,0,44,4312,0.9777777777777776,6.666666666666668e-08,95.82222222222222,6.533333333333333e-06,0
1733782077.701586,2,10.0.0.33555410.0.0.1650501,10.0.0.3,35554,10.0.0.16,5050,1,0,0,86,24000000,20,100,0,84,8208,0.9767441860465116,3.5e-06,95.44186046511628,0.000342,0
1733782077.701586,2,10.0.0.53555410.0.0.1650501,10.0.0.5,35554,10.0.0.16,5050,1,0,8,65,803000000,20,100,0,63,6174,0.9692307692307692,7.84557907845579e-08,94.98461538461538,7.688667496886675e-06,0
1733782077.701586,2,10.0.0.75721010.0.0.150506,10.0.0.7,57210,10.0.0.1,5050,6,0,8,25,485000000,20,100,0,430631,19259699794,17225.24,0.0008878989690721,770387991.76,39.710721224742265,0
1733782077.701586,2,10.0.0.73439210.0.0.1806,10.0.0.7,34392,10.0.0.1,80,6,0,8,5,419000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701586,2,10.0.0.73439810.0.0.1806,10.0.0.7,34398,10.0.0.1,80,6,0,8,5,388000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701586,2,10.0.0.76036610.0.0.1505117,10.0.0.7,60366,10.0.0.1,5051,17,0,8,15,452000000,20,100,0,894,1351728,59.6,1.97787610619469e-06,90115.2,0.0029905486725663,0
1733782077.701982,1,10.0.0.1505010.0.0.11355546,10.0.0.1,5050,10.0.0.11,35554,6,-1,-1,5,325000000,20,100,0,114604,7563988,22920.8,0.0003526276923076,1512797.6,0.0232738092307692,0
1733782077.701982,1,10.0.0.1505010.0.0.7572106,10.0.0.1,5050,10.0.0.7,57210,6,-1,-1,25,479000000,20,100,0,210085,13865854,8403.4,0.0004385908141962,554634.16,0.028947503131524,0
1733782077.701982,1,10.0.0.18010.0.0.7343926,10.0.0.1,80,10.0.0.7,34392,6,-1,-1,5,413000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701982,1,10.0.0.18010.0.0.7343986,10.0.0.1,80,10.0.0.7,34398,6,-1,-1,5,383000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701982,1,10.0.0.1505110.0.0.76036617,10.0.0.1,5051,10.0.0.7,60366,17,-1,-1,5,435000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701982,1,10.0.0.113555410.0.0.150506,10.0.0.11,35554,10.0.0.1,5050,6,-1,-1,5,328000000,20,100,0,200560,8890285260,40112.0,0.0006114634146341,1778057052.0,27.10452823170732,0
1733782077.701982,1,10.0.0.113555410.0.0.350501,10.0.0.11,35554,10.0.0.3,5050,1,0,8,5,332000000,20,100,0,5,466,1.0,1.506024096385542e-08,93.2,1.4036144578313254e-06,0
1733782077.701982,1,10.0.0.133555410.0.0.350501,10.0.0.13,35554,10.0.0.3,5050,1,0,8,45,667000000,20,100,0,45,4386,1.0,6.746626686656672e-08,97.46666666666668,6.575712143928036e-06,0
1733782077.701982,1,10.0.0.163555410.0.0.350501,10.0.0.16,35554,10.0.0.3,5050,1,0,8,86,32000000,20,100,0,83,8134,0.9651162790697676,2.59375e-06,94.5813953488372,0.0002541875,0
1733782077.701982,1,10.0.0.33555410.0.0.1150501,10.0.0.3,35554,10.0.0.11,5050,1,0,0,5,329000000,20,100,0,4,392,0.8,1.21580547112462e-08,78.4,1.1914893617021276e-06,0
1733782077.701982,1,10.0.0.33555410.0.0.1350501,10.0.0.3,35554,10.0.0.13,5050,1,0,0,45,663000000,20,100,0,44,4312,0.9777777777777776,6.636500754147813e-08,95.82222222222222,6.503770739064857e-06,0
1733782077.701982,1,10.0.0.33555410.0.0.1650501,10.0.0.3,35554,10.0.0.16,5050,1,0,0,86,26000000,20,100,0,83,8134,0.9651162790697676,3.192307692307692e-06,94.5813953488372,0.0003128461538461,0
1733782077.701982,1,10.0.0.75721010.0.0.150506,10.0.0.7,57210,10.0.0.1,5050,6,0,0,25,482000000,20,100,0,430632,19259699860,17225.28,0.0008934273858921,770387994.4,39.95788352697095,0
1733782077.701982,1,10.0.0.73439210.0.0.1806,10.0.0.7,34392,10.0.0.1,80,6,0,0,5,415000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701982,1,10.0.0.73439810.0.0.1806,10.0.0.7,34398,10.0.0.1,80,6,0,0,5,385000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.701982,1,10.0.0.76036610.0.0.1505117,10.0.0.7,60366,10.0.0.1,5051,17,0,0,15,450000000,20,100,0,894,1351728,59.6,1.9866666666666666e-06,90115.2,0.00300384,0
1733782077.702416,3,10.0.0.1505010.0.0.11355546,10.0.0.1,5050,10.0.0.11,35554,6,-1,-1,5,321000000,20,100,0,114604,7563988,22920.8,0.0003570218068535,1512797.6,0.0235638255451713,0
1733782077.702416,3,10.0.0.1505010.0.0.7572106,10.0.0.1,5050,10.0.0.7,57210,6,-1,-1,25,476000000,20,100,0,210085,13865854,8403.4,0.0004413550420168,554634.16,0.0291299453781512,0
1733782077.702416,3,10.0.0.18010.0.0.7343926,10.0.0.1,80,10.0.0.7,34392,6,-1,-1,5,408000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.702416,3,10.0.0.18010.0.0.7343986,10.0.0.1,80,10.0.0.7,34398,6,-1,-1,5,377000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.702416,3,10.0.0.1505110.0.0.76036617,10.0.0.1,5051,10.0.0.7,60366,17,-1,-1,5,430000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.702416,3,10.0.0.113555410.0.0.150506,10.0.0.11,35554,10.0.0.1,5050,6,-1,-1,5,335000000,20,100,0,200559,8890220034,40111.8,0.0005986835820895,1778044006.8,26.53797025074627,0
1733782077.702416,3,10.0.0.113555410.0.0.350501,10.0.0.11,35554,10.0.0.3,5050,1,0,8,5,340000000,20,100,0,5,466,1.0,1.4705882352941176e-08,93.2,1.3705882352941176e-06,0
1733782077.702416,3,10.0.0.133555410.0.0.350501,10.0.0.13,35554,10.0.0.3,5050,1,0,8,45,675000000,20,100,0,44,4312,0.9777777777777776,6.518518518518518e-08,95.82222222222222,6.388148148148148e-06,0
1733782077.702416,3,10.0.0.163555410.0.0.350501,10.0.0.16,35554,10.0.0.3,5050,1,0,8,86,39000000,20,100,0,83,8134,0.9651162790697676,2.1282051282051283e-06,94.5813953488372,0.0002085641025641,0
1733782077.702416,3,10.0.0.163555410.0.0.550501,10.0.0.16,35554,10.0.0.5,5050,1,0,0,65,774000000,20,100,0,63,6174,0.9692307692307692,8.13953488372093e-08,94.98461538461538,7.976744186046512e-06,0
1733782077.702416,3,10.0.0.163555410.0.0.950501,10.0.0.16,35554,10.0.0.9,5050,1,0,0,4,923000000,20,100,0,1,98,0.25,1.083423618634886e-09,24.5,1.0617551462621885e-07,0
1733782077.702416,3,10.0.0.33555410.0.0.1150501,10.0.0.3,35554,10.0.0.11,5050,1,0,0,5,325000000,20,100,0,4,392,0.8,1.2307692307692308e-08,78.4,1.2061538461538462e-06,0
1733782077.702416,3,10.0.0.33555410.0.0.1350501,10.0.0.3,35554,10.0.0.13,5050,1,0,0,45,655000000,20,100,0,44,4312,0.9777777777777776,6.717557251908397e-08,95.82222222222222,6.583206106870229e-06,0
1733782077.702416,3,10.0.0.33555410.0.0.1650501,10.0.0.3,35554,10.0.0.16,5050,1,0,0,86,20000000,20,100,0,83,8134,0.9651162790697676,4.15e-06,94.5813953488372,0.0004067,0
1733782077.702416,3,10.0.0.53555410.0.0.1650501,10.0.0.5,35554,10.0.0.16,5050,1,0,8,65,800000000,20,100,0,63,6174,0.9692307692307692,7.875e-08,94.98461538461538,7.7175e-06,0
1733782077.702416,3,10.0.0.75721010.0.0.150506,10.0.0.7,57210,10.0.0.1,5050,6,0,8,25,487000000,20,100,0,430631,19259699794,17225.24,0.0008842525667351,770387991.76,39.54763818069815,0
1733782077.702416,3,10.0.0.73439210.0.0.1806,10.0.0.7,34392,10.0.0.1,80,6,0,8,5,421000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1733782077.702416,3,10.0.0.73439810.0.0.1806,10.0.0.7,34398,10.0.0.1,80,6,0,8,5,392000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
